image,track_id,center_y,center_x,center_y_norm,center_x_norm,radius_px,diameter_px,area_px2,perimeter_px,accumulator_score,bbox_x_min,bbox_x_max,bbox_y_min,bbox_y_max,touches_border,mean_intensity_inside,std_intensity_inside,median_intensity_inside,min_intensity_inside,max_intensity_inside,integrated_intensity_inside,mean_intensity_annulus_bg,std_intensity_annulus_bg,local_contrast_inside_minus_bg,local_snr,edge_support_ratio,mean_gradient_on_boundary,image_height,image_width,nearest_neighbor_distance_px,overlap_count,max_overlap_ratio,isolated_track
1.bmp,11,771.0,594.0,0.8039624608967675,0.46442533229085226,22.0,44.0,1520.53084433746,138.23007675795088,0.6875,572.0,616.0,749.0,793.0,False,21.4726433750824,27.598784219160542,9.0,4.0,194.0,32574.0,216.15983606557376,6.2773227016773925,-194.68719269049137,-31.01436742107222,0.36682242990654207,0.2378162861632349,960,1280,111.94641575325224,0,0.0,True
1.bmp,12,830.0,941.0,0.8654848800834203,0.7357310398749023,23.0,46.0,1661.9025137490005,144.51326206513048,0.6764705882352926,918.0,964.0,807.0,853.0,False,22.523290986085904,30.740373625862357,9.0,4.0,218.0,37231.0,174.4087982832618,74.43737644973099,-151.8855072971759,-2.0404468096715513,0.37616822429906543,0.2517059872001387,960,1280,46.14108798023731,0,0.0,True
1.bmp,13,121.0,384.0,0.1261730969760167,0.30023455824863177,8.0,16.0,201.06192982974676,50.26548245743669,0.6666666666666667,376.0,392.0,113.0,129.0,False,47.598984771573605,29.685604691042837,37.0,16.0,139.0,9377.0,213.62037037037038,15.410264492041582,-166.02138559879677,-10.773428689982929,0.36538461538461536,0.2869990321446769,960,1280,56.0,0,0.0,True
1.bmp,14,862.0,1132.0,0.8988529718456726,0.8850664581704457,23.0,46.0,1661.9025137490005,144.51326206513048,0.6544117647058809,1109.0,1155.0,839.0,885.0,False,30.116152450090745,38.04329131069634,12.0,6.0,243.0,49782.0,211.42596566523605,28.336760342855616,-181.3098132151453,-6.3983959712194665,0.37616822429906543,0.27757233484336946,960,1280,57.0087712549569,0,0.0,True
1.bmp,15,510.0,893.0,0.5318039624608968,0.6982017200938233,18.0,36.0,1017.8760197630929,113.09733552923255,0.6442307692307692,875.0,911.0,492.0,528.0,False,35.470763131813676,43.745767316273955,16.0,7.0,250.0,35790.0,224.24379432624113,2.6072655848683177,-188.77303119442746,-72.40268589817987,0.4117647058823529,0.28996008402900697,960,1280,118.59595271340417,0,0.0,True
1.bmp,16,524.0,453.0,0.5464025026068822,0.35418295543393274,21.0,42.0,1385.4423602330987,131.94689145077132,0.640625,432.0,474.0,503.0,545.0,False,21.29497450837582,26.280790014023278,9.0,4.0,163.0,29238.0,219.66968911917098,5.151810729186727,-198.37471461079517,-38.50582349365005,0.35353535353535354,0.24262695946560184,960,1280,63.694583757176716,0,0.0,True
1.bmp,17,881.0,1255.0,0.9186652763295099,0.9812353401094606,23.0,46.0,1661.9025137490005,144.51326206513048,0.6397058823529398,1232.0,1278.0,858.0,904.0,False,19.905021173623716,27.254642548124696,8.0,3.0,189.0,32903.0,198.798203178991,54.93211916712228,-178.8931820053673,-3.2566226229341315,0.308411214953271,0.22672750457217225,960,1280,47.01063709417264,0,0.0,True
1.bmp,18,527.0,730.0,0.5495307612095933,0.5707584050039093,23.0,46.0,1661.9025137490005,144.51326206513048,0.6176470588235281,707.0,753.0,504.0,550.0,False,22.515426497277677,33.024261522970036,9.0,4.0,250.0,37218.0,218.61158798283262,25.32023217832229,-196.09616148555494,-7.744643102184242,0.3855140186915888,0.26662970923500856,960,1280,28.0178514522438,1,0.06607161825854,False
1.bmp,19,281.0,965.0,0.2930135557872784,0.7544956997654417,8.0,16.0,201.06192982974676,50.26548245743669,0.6041666666666666,957.0,973.0,273.0,289.0,False,34.63959390862944,28.19092008909265,22.0,8.0,125.0,6824.0,182.51388888888889,66.54273057430053,-147.87429498025944,-2.222245671375676,0.2948717948717949,0.23851124984782437,960,1280,123.40583454602137,0,0.0,True
1.bmp,20,845.0,510.0,0.881126173096976,0.39874902267396406,6.0,12.0,113.09733552923255,37.69911184307752,0.6000000000000002,504.0,516.0,839.0,851.0,False,64.98230088495575,28.972975598994154,56.0,30.0,148.0,7343.0,209.7651515151515,20.840250917644358,-144.78285063019575,-6.947270030592995,0.3888888888888889,0.28662476792220243,960,1280,61.741396161732524,0,0.0,True
1.bmp,21,71.0,1083.0,0.0740354535974974,0.8467552775605942,23.0,46.0,1661.9025137490005,144.51326206513048,0.5955882352941164,1060.0,1106.0,48.0,94.0,False,24.278886872353297,32.724060657066744,11.0,6.0,236.0,40133.0,219.8524678111588,4.2066030156608925,-195.5735809388055,-46.49204600734894,0.3808411214953271,0.26801867914117034,960,1280,72.86288492778748,0,0.0,True
1.bmp,22,181.0,771.0,0.18873826903023982,0.602814698983581,10.0,20.0,314.1592653589793,62.83185307179586,0.59375,761.0,781.0,171.0,191.0,False,111.21135646687698,52.10541484230506,114.0,16.0,205.0,35254.0,151.92134831460675,81.177946404499,-40.70999184772977,-0.5014907822979009,0.2857142857142857,0.24010054983186166,960,1280,24.020824298928627,0,0.0,True
1.bmp,23,195.0,1157.0,0.20333680917622524,0.9046129788897577,15.0,30.0,706.8583470577034,94.24777960769379,0.5909090909090906,1142.0,1172.0,180.0,210.0,False,30.71932299012694,35.66983738960151,14.0,8.0,226.0,21780.0,176.84821428571428,75.37141822724801,-146.12889129558732,-1.9387838882771264,0.28169014084507044,0.21738514430879763,960,1280,74.94664769020693,0,0.0,True
1.bmp,24,23.0,834.0,0.023983315954118872,0.6520719311962471,15.0,30.0,706.8583470577034,94.24777960769379,0.5909090909090906,819.0,849.0,8.0,38.0,False,28.016925246826517,32.667962353225526,13.0,6.0,199.0,19864.0,196.8250319284802,55.93031868647476,-168.80810668165367,-3.018186033015977,0.2746478873239437,0.23344135092717716,960,1280,12.083045973594572,1,0.5352674625540549,False
1.bmp,25,578.0,1212.0,0.602711157455683,0.947615324472244,20.0,40.0,1256.6370614359173,125.66370614359172,0.5833333333333337,1192.0,1232.0,558.0,598.0,False,20.255369928400956,21.139176385191053,11.0,5.0,115.0,25461.0,217.6680790960452,6.608823774118934,-197.41270916764424,-29.87108083297814,0.3548387096774194,0.24215632436414458,960,1280,118.06777714516353,0,0.0,True
1.bmp,26,124.0,1133.0,0.12930135557872785,0.8858483189992181,8.0,16.0,201.06192982974676,50.26548245743669,0.5833333333333333,1125.0,1141.0,116.0,132.0,False,105.63451776649747,57.205821527582515,93.0,29.0,228.0,20810.0,219.72222222222223,10.907721808963062,-114.08770445572476,-10.459352232651044,0.33974358974358976,0.258793569123768,960,1280,72.86288492778748,0,0.0,True
1.bmp,27,669.0,726.0,0.6976016684045881,0.5676309616888194,15.0,30.0,706.8583470577034,94.24777960769379,0.5795454545454543,711.0,741.0,654.0,684.0,False,26.710860366713682,32.229031546667265,12.0,6.0,194.0,18938.0,201.1377551020408,48.97098165179074,-174.42689473532712,-3.5618419082466,0.29577464788732394,0.2260443832878855,960,1280,84.17244204607586,0,0.0,True
1.bmp,28,59.0,697.0,0.061522419186652764,0.5449569976544175,23.0,46.0,1661.9025137490005,144.51326206513048,0.5735294117647047,674.0,720.0,36.0,82.0,False,22.509981851179674,30.425825282172774,9.0,4.0,200.0,37209.0,217.47585836909872,8.270601589851386,-194.96587651791904,-23.573360945971864,0.34345794392523366,0.24635818778778276,960,1280,55.44366510251645,0,0.0,True
1.bmp,29,152.0,310.0,0.15849843587069865,0.24237685691946834,24.0,48.0,1809.5573684677208,150.79644737231007,0.5694444444444434,286.0,334.0,128.0,176.0,False,23.29559397657557,29.90047942649783,10.0,5.0,215.0,41769.0,175.81286836935166,79.30888763302497,-152.5172743927761,-1.923079227872874,0.2894736842105263,0.19814197475073508,960,1280,35.84689665786984,1,0.25318965296104495,False
1.bmp,30,779.0,1062.0,0.8123044838373306,0.8303362001563722,21.0,42.0,1385.4423602330987,131.94689145077132,0.5625,1041.0,1083.0,758.0,800.0,False,21.847778587035688,27.987813206346363,10.0,5.0,197.0,29997.0,164.38860103626942,90.79360397579428,-142.54082244923373,-1.569943434421149,0.27525252525252525,0.20582093468367435,960,1280,54.120236510939236,0,0.0,True
1.bmp,31,649.0,1081.0,0.6767466110531803,0.8451915559030493,22.0,44.0,1520.53084433746,138.23007675795088,0.5625,1059.0,1103.0,627.0,671.0,False,20.338167435728412,28.10918442867974,8.0,4.0,208.0,30853.0,219.0685011709602,11.287259023105763,-198.73033373523177,-17.606607000725337,0.26401869158878505,0.2045757124748294,960,1280,57.0087712549569,0,0.0,True
1.bmp,32,91.0,328.0,0.0948905109489051,0.25645035183737297,7.0,14.0,153.93804002589985,43.982297150257104,0.5624999999999999,321.0,335.0,84.0,98.0,False,175.13422818791946,37.335708606587126,171.0,98.0,255.0,26095.0,170.29444444444445,81.56549496653473,4.83978374347501,0.059336165929731094,0.2890625,0.1629727642028766,960,1280,30.0,1,0.03225806451612903,False
1.bmp,33,418.0,360.0,0.4358706986444213,0.2814698983580923,20.0,40.0,1256.6370614359173,125.66370614359172,0.5500000000000005,340.0,380.0,398.0,438.0,False,21.73667462211615,30.173640143454666,9.0,4.0,201.0,27323.0,205.13135593220338,41.95433662255053,-183.39468131008724,-4.3712926022409775,0.28225806451612906,0.21372160480579774,960,1280,50.48762224545735,0,0.0,True
1.bmp,34,691.0,107.0,0.7205422314911366,0.0836591086786552,6.0,12.0,113.09733552923255,37.69911184307752,0.5500000000000002,101.0,113.0,685.0,697.0,False,197.01769911504425,13.703550538484386,194.0,178.0,233.0,22263.0,219.29545454545453,4.636382204359729,-22.27775543041028,-4.804986829916014,0.3333333333333333,0.052248441125038805,960,1280,153.37861650177967,0,0.0,True
1.bmp,35,102.0,662.0,0.10636079249217935,0.5175918686473807,13.0,26.0,530.929158456675,81.68140899333463,0.55,649.0,675.0,89.0,115.0,False,28.620037807183365,30.295352279728053,15.0,8.0,189.0,15140.0,198.1097972972973,30.70147960536937,-169.48975949011393,-5.520573003929961,0.30327868852459017,0.23512517962160956,960,1280,55.44366510251645,0,0.0,True
1.bmp,36,251.0,385.0,0.26173096976016685,0.30101641907740423,17.0,34.0,907.9202768874502,106.81415022205297,0.5480769230769234,368.0,402.0,234.0,268.0,False,27.715871254162042,36.39841904582655,12.0,6.0,244.0,24972.0,209.3045634920635,36.75197731166851,-181.58869223790145,-4.940923061036046,0.2648809523809524,0.21742142979750523,960,1280,119.06720791217035,0,0.0,True
1.bmp,37,500.0,512.0,0.5213764337851929,0.400312744331509,12.0,24.0,452.3893421169302,75.39822368615503,0.5416666666666666,500.0,524.0,488.0,512.0,False,24.961451247165535,24.658959297400266,13.0,7.0,129.0,11008.0,182.08870967741936,70.64507061048828,-157.12725843025382,-2.2241786592102835,0.2719298245614035,0.20688856318217363,960,1280,12.083045973594572,1,0.4507706375638831,False
1.bmp,38,406.0,438.0,0.4233576642335766,0.3424550430023456,11.0,22.0,380.132711084365,69.11503837897544,0.5416666666666666,427.0,449.0,395.0,417.0,False,41.07161803713528,38.24079321983556,24.0,14.0,214.0,15484.0,200.56666666666666,42.00887472374802,-159.49504862953137,-3.796698904180918,0.336734693877551,0.24593585112860336,960,1280,23.40939982143925,0,0.0,True
1.bmp,39,872.0,150.0,0.9092805005213764,0.11727912431587177,20.0,40.0,1256.6370614359173,125.66370614359172,0.5250000000000006,130.0,170.0,852.0,892.0,False,20.41288782816229,24.71090945947531,9.0,5.0,135.0,25659.0,181.92584745762713,61.184513094764405,-161.51295962946483,-2.6397686515753764,0.2553763440860215,0.19390684066836256,960,1280,48.373546489791295,0,0.0,True
1.bmp,40,584.0,242.0,0.6089676746611054,0.1892103205629398,15.0,30.0,706.8583470577034,94.24777960769379,0.5227272727272725,227.0,257.0,569.0,599.0,False,92.04090267983075,38.85054749488125,96.0,19.0,233.0,65257.0,214.8329081632653,30.738510193070926,-122.79200548343455,-3.9947285900378584,0.2676056338028169,0.23422461482320256,960,1280,61.0,0,0.0,True
1.bmp,41,311.0,111.0,0.32429614181439,0.08678655199374512,7.0,14.0,153.93804002589985,43.982297150257104,0.4999999999999998,104.0,118.0,304.0,318.0,False,31.046979865771814,22.155138047087423,24.0,9.0,119.0,4626.0,148.87222222222223,79.82759412603275,-117.82524235645042,-1.4759964100937961,0.25,0.19628574490889752,960,1280,13.038404810405298,1,0.06868537068533584,False
1.bmp,42,121.0,328.0,0.1261730969760167,0.25645035183737297,24.0,48.0,1809.5573684677208,150.79644737231007,0.49305555555555475,304.0,352.0,97.0,145.0,False,25.02621305075293,33.596136274168344,10.0,5.0,234.0,44872.0,172.63408644400786,80.25659486211022,-147.60787339325492,-1.8391993037688663,0.29385964912280704,0.1917261494190119,960,1280,30.0,2,0.25318965296104495,False
1.bmp,43,168.0,807.0,0.17518248175182483,0.6309616888193902,23.0,46.0,1661.9025137490005,144.51326206513048,0.49264705882352855,784.0,830.0,145.0,191.0,False,28.389594676346036,37.182575499383475,10.0,5.0,196.0,46928.0,204.0799356223176,49.07367834627463,-175.69034094597157,-3.580133930582061,0.3364485981308411,0.2369313295452288,960,1280,38.27531841800928,0,0.0,True
1.bmp,44,696.0,417.0,0.7257559958289885,0.32603596559812353,21.0,42.0,1385.4423602330987,131.94689145077132,0.4921875,396.0,438.0,675.0,717.0,False,17.79388201019665,24.927435381023063,8.0,4.0,192.0,24431.0,215.30699481865284,17.196225118507783,-197.51311280845619,-11.485841308036102,0.2702020202020202,0.19288276004371152,960,1280,165.19382555047267,0,0.0,True
1.bmp,45,356.0,867.0,0.37122002085505734,0.6778733385457388,20.0,40.0,1256.6370614359173,125.66370614359172,0.49166666666666736,847.0,887.0,336.0,376.0,False,22.086714399363565,30.962619546366014,8.0,4.0,195.0,27763.0,205.5021186440678,48.140038142356154,-183.41540424470423,-3.8100386148909555,0.2768817204301075,0.1892465141951342,960,1280,95.60334722173695,0,0.0,True
1.bmp,46,845.0,1014.0,0.881126173096976,0.7928068803752932,22.0,44.0,1520.53084433746,138.23007675795088,0.484375,992.0,1036.0,823.0,867.0,False,21.229400131839157,26.542588614998525,9.0,4.0,168.0,32205.0,201.26580796252927,52.2058129955838,-180.0364078306901,-3.4485892949491337,0.2967289719626168,0.20829988072177988,960,1280,74.52516353554684,0,0.0,True
1.bmp,47,511.0,517.0,0.5328467153284672,0.4042220484753714,10.0,20.0,314.1592653589793,62.83185307179586,0.484375,507.0,527.0,501.0,521.0,False,33.11671924290221,33.35445247109788,17.0,7.0,160.0,10498.0,154.0056179775281,86.05093848054273,-120.88889873462588,-1.4048527635983783,0.2653061224489796,0.19070749017912003,960,1280,12.083045973594572,1,0.4507706375638831,False
1.bmp,48,523.0,581.0,0.5453597497393118,0.45426114151681,17.0,34.0,907.9202768874502,106.81415022205297,0.48076923076923117,564.0,598.0,506.0,540.0,False,16.579356270810212,22.679927418043505,7.0,3.0,130.0,14938.0,198.73115079365078,42.18797859064313,-182.15179452284056,-4.317623185748835,0.24404761904761904,0.19151312350272273,960,1280,17.4928556845359,1,0.23944105719409128,False
1.bmp,49,141.0,23.0,0.1470281543274244,0.017982799061767005,8.0,16.0,201.06192982974676,50.26548245743669,0.47916666666666646,15.0,31.0,133.0,149.0,False,29.274111675126903,21.947699481625676,20.0,10.0,114.0,5767.0,168.78703703703704,69.58382247678055,-139.51292536191013,-2.0049620787714306,0.28205128205128205,0.22092130576860422,960,1280,191.42622599842477,0,0.0,True
1.bmp,50,425.0,410.0,0.443169968717414,0.3205629397967162,8.0,16.0,201.06192982974676,50.26548245743669,0.47916666666666646,402.0,418.0,417.0,433.0,False,151.31472081218274,74.85310444615256,178.0,22.0,241.0,29809.0,144.53240740740742,74.37516800940091,6.782313404775323,0.0911905624726516,0.2692307692307692,0.23204216151597834,960,1280,12.529964086141668,1,0.21687724461614577,False
1.bmp,51,861.0,425.0,0.8978102189781022,0.33229085222830335,7.0,14.0,153.93804002589985,43.982297150257104,0.47916666666666646,418.0,432.0,854.0,868.0,False,102.30201342281879,66.29542431070739,77.0,23.0,242.0,15243.0,155.13333333333333,75.7427224226856,-52.83131991051454,-0.697510179468944,0.234375,0.234998901605664,960,1280,39.21734310225516,0,0.0,True
1.bmp,52,901.0,536.0,0.9395203336809176,0.4190774042220485,13.0,26.0,530.929158456675,81.68140899333463,0.47500000000000026,523.0,549.0,888.0,914.0,False,18.47826086956522,25.057740504048684,7.0,4.0,145.0,9775.0,165.3581081081081,87.47381925970882,-146.87984723854288,-1.6791292352567406,0.24180327868852458,0.19184074498406078,960,1280,61.741396161732524,0,0.0,True
1.bmp,53,898.0,412.0,0.9363920750782064,0.32212666145426117,6.0,12.0,113.09733552923255,37.69911184307752,0.47500000000000014,406.0,418.0,892.0,904.0,False,65.86725663716814,51.094482050548116,45.0,16.0,222.0,7443.0,180.1590909090909,61.54683232198489,-114.29183427192277,-1.856989709462191,0.23148148148148148,0.2283074065326945,960,1280,39.21734310225516,0,0.0,True
1.bmp,54,370.0,381.0,0.3858185610010427,0.2978889757623143,6.0,12.0,113.09733552923255,37.69911184307752,0.47500000000000014,375.0,387.0,364.0,376.0,False,97.02654867256638,44.072036802391466,92.0,21.0,209.0,10964.0,190.8030303030303,49.92971414352006,-93.77648163046393,-1.8781698080807554,0.2962962962962963,0.21869662097303044,960,1280,52.392747589718944,0,0.0,True
1.bmp,55,587.0,707.0,0.6120959332638165,0.5527756059421423,16.0,32.0,804.247719318987,100.53096491487338,0.4687500000000003,691.0,723.0,571.0,603.0,False,17.49184441656211,26.978852189843806,6.0,3.0,160.0,13941.0,189.31277533039648,67.08439660986,-171.82093091383436,-2.5612652061713224,0.24025974025974026,0.2026514732912891,960,1280,37.656340767525464,0,0.0,True
1.bmp,56,644.0,253.0,0.6715328467153284,0.19781078967943705,22.0,44.0,1520.53084433746,138.23007675795088,0.46875,231.0,275.0,622.0,666.0,False,22.14963744232037,32.15811538583202,8.0,4.0,223.0,33601.0,184.19730679156908,72.33358720663509,-162.0476693492487,-2.2402824967926103,0.24766355140186916,0.18375671912289318,960,1280,61.0,0,0.0,True
1.bmp,57,904.0,1214.0,0.9426485922836287,0.9491790461297889,13.0,26.0,530.929158456675,81.68140899333463,0.46250000000000024,1201.0,1227.0,891.0,917.0,False,17.22873345935728,24.356493924957256,6.0,4.0,121.0,9114.0,162.98648648648648,80.41625125578537,-145.7577530271292,-1.8125410069602217,0.23770491803278687,0.16527725908294755,960,1280,9.055385138137417,1,0.6646153652541698,False
1.bmp,58,298.0,791.0,0.310740354535975,0.6184519155590305,17.0,34.0,907.9202768874502,106.81415022205297,0.4615384615384619,774.0,808.0,281.0,315.0,False,22.89012208657048,31.962035645850285,10.0,4.0,211.0,20624.0,190.54861111111111,71.77502617896856,-167.65848902454064,-2.3358889289219853,0.22916666666666666,0.20344110201539725,960,1280,95.60334722173695,0,0.0,True
1.bmp,59,316.0,203.0,0.3295099061522419,0.15871774824081314,11.0,22.0,380.132711084365,69.11503837897544,0.4583333333333335,192.0,214.0,305.0,327.0,False,20.151193633952253,23.225819230903156,9.0,5.0,119.0,7597.0,134.12142857142857,93.23907834857934,-113.9702349374763,-1.2223440745670093,0.20408163265306123,0.1611876876351064,960,1280,35.38361202590826,0,0.0,True
1.bmp,60,322.0,104.0,0.3357664233576642,0.08131352619233777,7.0,14.0,153.93804002589985,43.982297150257104,0.45833333333333315,97.0,111.0,315.0,329.0,False,39.718120805369125,34.68517671451235,25.0,8.0,160.0,5918.0,149.98888888888888,80.32454923543949,-110.27076808351976,-1.3728152741984703,0.2734375,0.1948162396792265,960,1280,13.038404810405298,1,0.06868537068533584,False
1.bmp,61,414.0,416.0,0.4316996871741397,0.32525410476935107,8.0,16.0,201.06192982974676,50.26548245743669,0.45833333333333315,408.0,424.0,406.0,422.0,False,97.83248730964468,59.448970229315,76.0,24.0,238.0,19273.0,147.71759259259258,73.77003096297618,-49.885105282947904,-0.6762245403961352,0.26282051282051283,0.20872363913064154,960,1280,12.529964086141668,1,0.21687724461614577,False
1.bmp,62,157.0,770.0,0.16371220020855057,0.6020328381548085,7.0,14.0,153.93804002589985,43.982297150257104,0.45833333333333315,763.0,777.0,150.0,164.0,False,72.79194630872483,34.7461117843615,67.0,23.0,161.0,10846.0,173.81666666666666,67.21941477149457,-101.02472035794183,-1.5029098468257036,0.2578125,0.22979156117443278,960,1280,24.020824298928627,0,0.0,True
1.bmp,63,905.0,1205.0,0.9436913451511991,0.9421422986708365,14.0,28.0,615.7521601035994,87.96459430051421,0.4545454545454543,1191.0,1219.0,891.0,919.0,False,18.866231647634585,26.77691754488779,7.0,4.0,146.0,11565.0,184.45689655172413,64.80218248436101,-165.59066490408955,-2.5553254312699996,0.23461538461538461,0.20822068774943778,960,1280,9.055385138137417,1,0.6646153652541698,False
1.bmp,64,870.0,918.0,0.9071949947862357,0.7177482408131353,20.0,40.0,1256.6370614359173,125.66370614359172,0.45000000000000057,898.0,938.0,850.0,890.0,False,19.688146380270485,25.80068257749494,9.0,5.0,173.0,24748.0,187.364406779661,65.38387280911208,-167.67626039939051,-2.564489578170416,0.2956989247311828,0.19566954752853613,960,1280,46.14108798023731,0,0.0,True
1.bmp,65,732.0,1148.0,0.7632950990615224,0.8975762314308053,13.0,26.0,530.929158456675,81.68140899333463,0.45000000000000023,1135.0,1161.0,719.0,745.0,False,27.107750472589792,30.044795108089428,13.0,7.0,174.0,14340.0,172.22635135135135,78.18260491318824,-145.11860087876155,-1.85614947263391,0.22950819672131148,0.18911786503689726,960,1280,56.639209034025185,0,0.0,True
1.bmp,66,508.0,572.0,0.529718456725756,0.4472243940578577,6.0,12.0,113.09733552923255,37.69911184307752,0.4500000000000001,566.0,578.0,502.0,514.0,False,32.27433628318584,23.718200989699838,24.0,7.0,120.0,3647.0,75.46969696969697,78.12445775753054,-43.19536068651113,-0.5529044543332772,0.25925925925925924,0.12065655006758427,960,1280,17.4928556845359,1,0.23944105719409128,False
1.bmp,67,28.0,845.0,0.029197080291970802,0.6606724003127443,11.0,22.0,380.132711084365,69.11503837897544,0.4444444444444446,834.0,856.0,17.0,39.0,False,28.29708222811671,28.37624846412485,15.0,6.0,147.0,10668.0,148.1404761904762,91.89656079248846,-119.84339396235949,-1.3041118506379847,0.2755102040816326,0.19629222164262078,960,1280,12.083045973594572,1,0.5352674625540549,False
1.bmp,68,77.0,825.0,0.08029197080291971,0.6450351837372947,17.0,34.0,907.9202768874502,106.81415022205297,0.4423076923076926,808.0,842.0,60.0,94.0,False,18.458379578246394,22.92805156439607,10.0,4.0,151.0,16631.0,171.78174603174602,82.42330480349082,-153.32336645349963,-1.860194356669428,0.20535714285714285,0.1744920881861482,960,1280,52.92447448959697,0,0.0,True
1.bmp,69,393.0,1074.0,0.4098018769551616,0.8397185301016419,16.0,32.0,804.247719318987,100.53096491487338,0.4375000000000002,1058.0,1090.0,377.0,409.0,False,18.570890840652446,25.355421928332074,7.0,4.0,135.0,14801.0,158.15418502202644,89.05381493148528,-139.583294181374,-1.5674038702189532,0.23376623376623376,0.18251264803715975,960,1280,79.6994353806851,0,0.0,True
1.bmp,70,827.0,1087.0,0.862356621480709,0.8498827208756842,16.0,32.0,804.247719318987,100.53096491487338,0.4375000000000002,1071.0,1103.0,811.0,843.0,False,19.021329987452948,25.234425048254053,8.0,4.0,135.0,15160.0,127.62885462555066,97.30772254991436,-108.60752463809771,-1.1161244122467873,0.21103896103896103,0.17397469030128607,960,1280,54.120236510939236,0,0.0,True
